Class,CapShape,CapSurface,CapColor,Bruises,Odor,GillAttachment,GillSpacing
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,gray,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,fibrous,yellow,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,gray,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
poisonous,convex,scaly,yellow,no,foul,free,close
