"sex","class","age","survived"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","1st","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","2nd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","3rd","Adult","Yes"
"Female","Crew","Adult","Yes"
"Female","Crew","Adult","Yes"
"Female","Crew","Adult","Yes"
"Female","Crew","Adult","Yes"
"Female","Crew","Adult","Yes"
"Female","Crew","Adult","Yes"
"Female","Crew","Adult","Yes"
"Female","Crew","Adult","Yes"
"Female","Crew","Adult","Yes"
"Female","Crew","Adult","Yes"
"Female","Crew","Adult","Yes"
"Female","Crew","Adult","Yes"
"Female","Crew","Adult","Yes"
"Female","Crew","Adult","Yes"
"Female","Crew","Adult","Yes"
"Female","Crew","Adult","Yes"
"Female","Crew","Adult","Yes"
"Female","Crew","Adult","Yes"
"Female","Crew","Adult","Yes"
"Female","Crew","Adult","Yes"
